price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
6189189,16479,3,2,1,yes,yes,yes,yes,yes,3,yes,unfurnished
13369003,6264,2,4,1,no,yes,yes,yes,no,1,yes,semi-furnished
7281054,9148,3,1,2,no,yes,no,no,yes,1,yes,semi-furnished
12867316,16624,3,1,2,no,no,no,no,yes,3,yes,unfurnished
11628966,13773,4,2,1,yes,no,yes,no,no,1,no,furnished
10406298,15294,1,3,4,no,no,no,yes,no,0,no,unfurnished
6557474,6774,4,4,4,yes,no,yes,yes,yes,1,no,unfurnished
12122422,13350,3,4,2,yes,no,no,no,yes,0,no,semi-furnished
9147139,2732,3,2,2,yes,no,no,no,no,3,yes,semi-furnished
8541165,9388,5,1,2,yes,yes,no,yes,no,1,no,furnished
12730258,13653,1,3,2,yes,yes,yes,yes,yes,0,no,furnished
5063776,8730,1,3,3,no,no,no,no,no,0,no,furnished
13327182,7276,5,1,4,no,no,no,yes,no,3,no,semi-furnished
5354189,16193,1,1,2,yes,yes,yes,no,no,3,no,furnished
9681076,9923,2,1,3,yes,no,yes,yes,no,3,yes,semi-furnished
11046348,10204,2,2,2,no,yes,yes,no,yes,3,no,unfurnished
9327133,15745,3,3,1,no,no,yes,no,no,0,no,furnished
8693507,7508,3,4,2,yes,no,no,yes,yes,2,yes,furnished
5145637,4092,3,2,1,no,yes,no,yes,yes,1,no,semi-furnished
4590171,9142,3,4,2,no,yes,no,no,no,0,yes,unfurnished
10293254,14006,3,3,2,no,no,no,no,no,1,no,furnished
5500199,9680,1,3,2,yes,no,no,no,no,2,no,unfurnished
11644143,15312,1,3,4,yes,no,yes,no,yes,0,yes,furnished
6371061,9526,4,3,3,no,yes,yes,yes,yes,1,no,unfurnished
6894865,8261,4,1,4,no,no,yes,no,yes,0,no,furnished
6955215,8318,4,3,4,yes,yes,no,yes,no,2,yes,semi-furnished
7882000,3094,5,3,2,yes,no,no,no,no,1,yes,furnished
4789443,10764,2,4,3,yes,no,no,yes,yes,3,yes,semi-furnished
10687829,2435,3,4,4,no,yes,yes,yes,yes,1,yes,semi-furnished
13834920,16808,4,1,4,no,yes,yes,yes,yes,3,no,unfurnished
10568559,16338,4,3,2,no,yes,no,no,yes,1,no,furnished
6619812,9193,2,1,3,yes,yes,no,no,yes,3,yes,unfurnished
9100948,2160,3,1,4,yes,yes,no,yes,yes,3,yes,furnished
12192366,3438,5,3,3,no,yes,no,yes,no,3,yes,unfurnished
6426248,6360,5,2,4,yes,yes,no,no,yes,1,no,semi-furnished
4812224,12600,2,3,2,no,no,no,no,yes,3,yes,semi-furnished
4576801,12116,3,2,4,yes,yes,no,yes,yes,1,yes,unfurnished
7839515,2492,2,4,2,no,yes,yes,no,yes,0,yes,semi-furnished
5122451,2672,3,2,4,no,yes,yes,yes,no,2,yes,furnished
13141449,9897,4,2,1,no,yes,no,no,no,2,yes,furnished
11523459,7546,1,4,2,yes,yes,yes,yes,yes,3,no,unfurnished
12172994,13957,5,2,2,no,no,yes,yes,no,1,yes,semi-furnished
9214442,4412,4,4,1,yes,yes,no,yes,no,1,no,semi-furnished
7677630,2653,2,1,2,yes,no,no,no,yes,0,yes,furnished
13249190,10973,2,2,3,no,no,no,yes,yes,0,no,furnished
11479652,5100,1,2,3,no,no,no,no,no,2,yes,semi-furnished
5160767,5574,4,2,2,yes,no,no,yes,yes,2,yes,furnished
5411388,8214,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished
13795220,14563,2,1,2,yes,no,yes,yes,no,0,no,semi-furnished
11984248,15693,3,1,2,yes,yes,yes,yes,yes,3,yes,semi-furnished
4576096,5317,2,4,4,no,no,no,no,no,1,no,unfurnished
12273490,4626,2,3,4,no,yes,no,yes,no,2,yes,unfurnished
8920181,14211,3,2,1,no,no,yes,yes,no,2,no,furnished
13315673,5654,3,2,3,yes,no,yes,no,yes,2,no,furnished
8789868,8046,1,4,4,yes,yes,no,no,yes,3,yes,furnished
5999695,10702,4,1,4,yes,no,no,yes,yes,3,yes,semi-furnished
12052116,4418,4,2,2,no,no,no,no,no,2,no,semi-furnished
4838053,5241,3,4,1,no,no,no,yes,no,1,yes,semi-furnished
5349657,16642,3,3,4,no,yes,yes,yes,no,1,yes,furnished
6076974,10097,2,4,2,no,yes,yes,yes,no,0,no,furnished
11192790,6070,4,3,4,yes,no,no,no,no,3,no,unfurnished
6561636,7535,1,1,2,yes,no,no,yes,yes,0,no,semi-furnished
12277990,3765,3,3,1,no,yes,no,yes,yes,3,no,semi-furnished
5227589,8965,4,2,3,yes,no,yes,yes,no,0,no,semi-furnished
11507785,6137,1,1,3,no,yes,no,no,yes,0,no,semi-furnished
10336913,6429,3,4,2,no,yes,no,yes,no,1,yes,semi-furnished
9050218,15540,4,2,1,no,yes,yes,no,no,1,no,unfurnished
11879016,11887,3,4,1,no,no,yes,no,yes,1,no,unfurnished
7771305,3217,4,4,1,yes,no,yes,yes,yes,2,no,semi-furnished
11495964,3499,2,2,2,no,yes,no,no,yes,2,yes,unfurnished
7177587,2603,4,4,2,yes,yes,yes,yes,no,3,no,furnished
7750797,13288,2,3,2,no,yes,no,yes,yes,1,yes,unfurnished
7390613,11852,3,2,2,no,yes,yes,no,no,1,no,semi-furnished
9601164,7628,4,2,2,no,no,no,no,no,0,yes,furnished
9467044,8126,2,3,1,yes,no,no,yes,yes,2,no,furnished
11137044,11954,5,2,1,yes,yes,no,yes,no,3,no,unfurnished
6125732,10804,1,2,4,yes,no,yes,no,yes,0,no,furnished
12466833,2739,4,2,4,yes,yes,no,yes,no,2,no,furnished
8146839,15221,2,2,3,yes,yes,no,yes,yes,0,yes,semi-furnished
5647136,14884,3,2,4,yes,yes,no,no,no,0,no,unfurnished
9625615,13908,4,4,2,no,yes,no,no,yes,2,yes,semi-furnished
10748408,16510,1,3,4,yes,yes,yes,no,yes,1,no,unfurnished
4684257,10375,2,3,3,yes,yes,no,yes,no,2,yes,unfurnished
7586121,9465,5,3,4,yes,yes,yes,yes,yes,1,yes,unfurnished
8313195,9013,5,2,3,no,no,no,yes,no,1,yes,semi-furnished
7173444,11618,3,1,4,no,yes,no,yes,yes,1,no,unfurnished
9771912,12210,4,3,1,no,yes,yes,yes,no,1,yes,semi-furnished
6821038,11413,5,1,1,yes,no,yes,no,no,2,no,furnished
8113314,14640,1,1,3,no,yes,yes,no,no,2,no,unfurnished
9318150,12512,3,2,2,yes,yes,no,yes,yes,1,yes,semi-furnished
12613592,7819,2,2,1,no,no,yes,yes,yes,2,no,unfurnished
6018543,8279,5,2,3,no,no,no,no,yes,3,no,unfurnished
8854846,2147,4,2,1,yes,no,no,yes,yes,2,yes,unfurnished
5749931,8108,4,4,3,yes,no,no,yes,yes,1,yes,furnished
12525456,15859,5,3,4,no,yes,no,no,yes,2,no,unfurnished
12146573,16780,3,2,4,no,yes,yes,no,yes,0,yes,semi-furnished
6693019,15687,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
13349212,14016,5,1,1,yes,yes,yes,no,no,1,no,semi-furnished
9488291,9613,4,1,1,yes,yes,no,no,no,3,yes,furnished
11643615,13186,5,4,2,no,yes,yes,yes,no,2,no,semi-furnished
6836522,11043,5,2,4,no,no,no,no,no,3,yes,furnished
11514133,13231,4,1,1,no,yes,yes,no,no,3,no,semi-furnished
8666609,6364,4,1,1,no,no,no,yes,no,1,no,furnished
6660362,10315,3,3,4,no,yes,no,yes,no,3,yes,unfurnished
10133524,12823,5,1,4,no,yes,yes,no,yes,0,yes,unfurnished
4872273,7869,3,4,3,yes,no,yes,no,yes,2,no,semi-furnished
8551345,15540,1,3,3,yes,yes,yes,yes,yes,1,no,semi-furnished
11554392,2730,3,1,2,no,yes,no,yes,yes,2,yes,furnished
4091842,16274,4,4,4,no,no,no,yes,yes,1,no,unfurnished
10255655,8965,4,2,3,yes,no,no,yes,no,3,yes,furnished
9581851,6748,5,1,3,no,yes,no,no,yes,1,no,unfurnished
6457777,15754,2,4,2,yes,no,yes,no,yes,3,yes,semi-furnished
5697227,6493,1,3,4,no,yes,yes,yes,no,3,no,furnished
5203224,12337,4,4,2,yes,no,yes,yes,yes,2,no,furnished
8292982,6943,2,3,4,yes,yes,no,no,no,1,yes,semi-furnished
9957287,8437,1,1,2,no,no,yes,no,no,2,no,furnished
8797622,11879,2,1,4,yes,no,no,no,yes,2,yes,semi-furnished
6530331,3938,2,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished
7724099,12004,4,4,1,no,no,no,no,no,0,no,unfurnished
4873915,16331,5,4,4,yes,yes,no,no,no,2,no,unfurnished
8474978,6801,1,3,2,no,no,yes,no,no,3,no,semi-furnished
4650751,3381,5,4,2,yes,yes,no,yes,yes,1,yes,unfurnished
7449479,15553,1,1,4,no,no,no,yes,yes,2,yes,unfurnished
11686531,16478,3,1,3,yes,no,no,no,yes,1,yes,furnished
13537107,5165,1,2,1,no,no,no,yes,yes,2,no,furnished
5706834,14473,2,4,4,no,no,yes,yes,no,1,no,semi-furnished
11990759,12116,2,2,1,no,no,yes,no,yes,3,no,unfurnished
9533376,15603,1,1,3,yes,yes,yes,no,no,0,no,furnished
5554928,3641,3,1,4,no,yes,no,yes,no,2,yes,semi-furnished
11908297,10412,1,4,3,no,yes,no,yes,no,0,no,semi-furnished
10668221,6045,2,4,4,yes,yes,yes,yes,no,0,yes,furnished
11212244,3292,4,1,1,no,yes,no,yes,no,1,yes,furnished
12087527,8049,2,4,1,no,no,no,no,yes,0,no,semi-furnished
8631352,10939,5,3,2,yes,yes,yes,yes,yes,0,yes,unfurnished
11001230,16699,4,4,3,no,yes,yes,yes,yes,0,no,unfurnished
11055252,7892,4,2,4,yes,yes,no,no,no,2,no,unfurnished
10062924,3952,4,4,3,yes,yes,no,no,yes,3,yes,furnished
10451917,11365,5,4,3,no,no,no,yes,no,0,yes,furnished
4237203,8089,2,4,1,no,no,yes,yes,no,0,no,unfurnished
10397724,7939,2,4,2,no,yes,yes,no,no,1,no,unfurnished
7472053,2429,4,2,3,yes,yes,no,yes,yes,2,yes,furnished
11039590,4051,1,1,3,no,no,yes,yes,yes,1,no,unfurnished
7434304,3165,5,3,1,yes,yes,no,no,no,1,no,furnished
7557394,7527,3,4,4,no,no,yes,yes,no,0,no,semi-furnished
10035686,2718,4,1,4,yes,yes,yes,no,yes,0,no,furnished
6985959,16535,2,2,3,yes,yes,no,no,yes,1,no,furnished
4521046,9459,3,1,1,yes,yes,no,yes,no,0,yes,furnished
8961244,6852,5,3,3,no,yes,yes,yes,yes,1,yes,furnished
6384220,16743,1,3,1,no,no,yes,no,no,1,no,furnished
12274556,3872,2,4,4,yes,yes,yes,no,yes,1,no,furnished
10600498,15235,2,1,3,yes,no,no,yes,no,3,no,furnished
13024791,10645,2,2,2,no,yes,no,no,yes,3,yes,unfurnished
9815669,13562,5,1,4,yes,yes,no,yes,no,3,yes,unfurnished
10006891,2075,3,4,3,no,no,no,yes,no,1,yes,furnished
5494890,9890,1,4,2,yes,yes,no,no,no,1,no,unfurnished
11240115,7518,1,4,1,yes,yes,no,no,no,0,no,semi-furnished
10811615,8576,3,2,1,no,yes,no,no,yes,0,no,unfurnished
11703257,5901,4,2,3,yes,yes,yes,yes,yes,3,yes,unfurnished
9954156,13064,5,4,3,no,yes,yes,no,yes,3,no,unfurnished
10077421,9515,3,4,2,yes,yes,no,no,no,1,yes,unfurnished
9582320,6296,5,2,3,no,yes,yes,no,no,0,no,furnished
11066834,11604,1,4,4,yes,no,yes,yes,no,0,no,unfurnished
10584536,2077,1,4,2,no,no,yes,no,yes,3,yes,furnished
11835828,7786,1,1,4,yes,no,yes,yes,yes,3,no,semi-furnished
10955995,15042,5,3,4,no,yes,yes,yes,yes,1,yes,semi-furnished
9513553,7735,3,2,3,yes,no,no,no,yes,0,no,unfurnished
12920436,5169,4,2,4,no,no,no,no,yes,0,yes,furnished
4017264,16097,4,3,2,yes,no,no,yes,no,0,no,unfurnished
9809309,4085,1,1,3,no,yes,yes,yes,no,0,no,furnished
7449436,7410,1,2,2,yes,yes,yes,yes,no,1,yes,unfurnished
11127725,13903,4,1,2,yes,no,yes,no,no,2,yes,semi-furnished
6040967,5707,3,4,3,yes,yes,no,no,no,2,no,semi-furnished
12738723,3730,3,3,2,yes,no,yes,no,yes,2,no,semi-furnished
13109129,10307,1,4,3,yes,yes,no,no,no,2,no,semi-furnished
12295735,4181,5,3,1,yes,no,yes,no,yes,1,no,furnished
7012859,10770,1,3,1,no,yes,yes,yes,yes,1,yes,semi-furnished
6345407,3738,5,4,3,yes,no,no,no,no,2,no,semi-furnished
10237249,5893,5,1,3,no,no,no,yes,yes,1,yes,unfurnished
8840127,7853,2,2,3,no,no,no,no,no,2,yes,unfurnished
9297571,9069,3,4,1,yes,no,no,no,yes,2,no,furnished
11274201,5600,2,2,3,yes,yes,no,yes,yes,1,no,unfurnished
4956758,7700,5,1,2,yes,no,no,yes,no,0,no,semi-furnished
9091416,13750,1,2,3,no,yes,no,yes,no,1,no,furnished
8486119,5101,4,3,2,no,no,yes,no,yes,1,yes,semi-furnished
11956008,13985,5,4,1,yes,yes,no,no,yes,2,no,semi-furnished
4543084,16823,2,4,2,no,no,yes,yes,no,0,yes,semi-furnished
13722781,4143,1,2,4,no,no,no,yes,yes,0,yes,unfurnished
6608135,6135,4,3,3,yes,no,yes,yes,no,0,yes,furnished
4958733,8055,1,2,2,no,yes,no,yes,yes,1,no,furnished
7534314,16439,1,1,3,no,yes,no,no,no,3,no,unfurnished
7075301,9826,2,2,2,no,no,yes,yes,no,3,yes,furnished
6873521,11477,3,3,3,yes,yes,no,no,no,2,no,unfurnished
5753860,16183,5,1,4,no,yes,yes,no,yes,1,no,unfurnished
12407718,7956,5,2,3,yes,no,yes,yes,no,0,yes,semi-furnished
9416331,13047,5,1,4,yes,yes,yes,yes,no,0,yes,furnished
12156520,10663,1,3,4,yes,yes,yes,no,no,1,no,unfurnished
11123070,11851,5,4,3,yes,no,yes,yes,yes,2,no,semi-furnished
5884601,2167,4,3,3,no,no,yes,no,yes,2,yes,semi-furnished
6432839,10374,1,2,3,no,yes,yes,yes,no,3,yes,unfurnished
6186503,13834,3,2,4,no,yes,no,yes,no,2,no,furnished
9342205,6604,5,1,2,no,yes,no,yes,yes,3,no,unfurnished
10437458,3043,3,4,2,no,yes,yes,yes,no,0,yes,furnished
12889009,14963,4,3,1,no,yes,yes,no,yes,3,no,unfurnished
9441724,9746,1,1,3,no,no,no,no,no,3,no,furnished
6173230,10599,5,1,3,yes,yes,yes,yes,yes,0,yes,semi-furnished
6568716,11082,4,4,4,yes,yes,yes,yes,yes,2,no,unfurnished
6366607,3105,2,1,1,yes,yes,no,no,yes,0,yes,semi-furnished
5692980,9610,2,4,3,yes,no,yes,yes,yes,3,no,furnished
8932083,9352,3,2,1,no,no,no,no,yes,2,yes,furnished
6399806,16399,3,2,3,yes,yes,no,yes,yes,3,no,unfurnished
4846975,14968,3,4,2,yes,yes,yes,no,yes,3,yes,furnished
4069570,13667,5,1,1,no,no,yes,no,no,1,yes,unfurnished
6714505,9243,5,4,3,no,yes,yes,no,no,2,yes,semi-furnished
10938503,3356,5,2,3,yes,no,yes,yes,no,1,no,semi-furnished
13574813,15480,2,1,4,yes,yes,no,yes,yes,2,yes,semi-furnished
9736004,7917,4,3,4,yes,no,yes,yes,no,2,yes,unfurnished
4546214,12416,4,3,2,yes,no,no,no,yes,1,no,furnished
9176930,2526,3,3,4,no,no,yes,no,no,3,no,furnished
8030022,4781,5,3,2,no,no,yes,yes,no,0,yes,unfurnished
12285333,11029,5,1,1,yes,no,no,no,yes,0,yes,unfurnished
8993743,5724,5,4,2,yes,yes,yes,no,no,2,yes,semi-furnished
4878722,3117,3,4,2,no,no,yes,yes,no,3,yes,furnished
7528407,16588,2,3,1,no,no,no,no,yes,1,no,furnished
9865639,9178,4,4,3,yes,yes,no,no,no,1,no,semi-furnished
13305543,4295,4,4,1,no,yes,no,no,yes,1,no,semi-furnished
9631888,4591,3,4,1,no,no,yes,yes,no,0,no,semi-furnished
11638457,16068,5,3,4,no,no,yes,yes,no,2,yes,furnished
12989317,9211,5,4,1,yes,yes,no,no,yes,1,yes,unfurnished
8908443,8681,5,1,2,yes,yes,no,yes,yes,2,no,furnished
6684779,2344,1,2,2,no,yes,yes,yes,no,2,yes,semi-furnished
6300027,10802,5,3,3,yes,no,yes,yes,yes,3,no,unfurnished
10011578,2575,3,2,2,no,no,yes,no,yes,0,yes,semi-furnished
5657767,10423,4,1,2,no,yes,yes,no,no,3,yes,unfurnished
8180220,3436,5,4,3,no,yes,yes,no,no,1,no,semi-furnished
8502386,9780,5,2,1,no,yes,no,no,no,3,yes,furnished
8816045,6803,1,3,1,yes,yes,no,yes,yes,2,yes,semi-furnished
10623475,5340,2,2,1,yes,no,no,yes,no,3,yes,furnished
11018627,2640,4,3,2,no,yes,no,no,no,0,no,furnished
5946346,7847,1,2,2,no,yes,no,yes,no,2,no,semi-furnished
4915682,14053,1,3,4,yes,no,yes,no,yes,2,yes,unfurnished
12494642,12037,1,2,4,yes,yes,no,yes,yes,3,yes,unfurnished
6836536,16255,4,4,1,yes,yes,no,no,no,0,no,furnished
6353878,16548,3,3,2,yes,no,no,yes,no,0,yes,furnished
11682152,11561,3,4,2,no,no,yes,no,no,3,no,furnished
12960112,12705,5,1,4,yes,no,yes,yes,no,3,yes,furnished
9953159,7444,3,1,2,no,no,no,yes,yes,0,no,furnished
6546548,16185,5,4,1,no,yes,no,yes,yes,3,no,semi-furnished
8451194,13179,2,2,2,yes,no,yes,no,yes,2,yes,furnished
4109368,11662,5,4,3,yes,yes,no,no,yes,1,no,furnished
4050005,3795,5,4,4,no,yes,no,yes,no,0,no,furnished
7561282,4802,2,4,2,no,yes,yes,yes,no,1,yes,furnished
12872914,6790,2,1,1,yes,no,no,no,no,2,no,unfurnished
11825347,16063,3,2,1,no,no,yes,yes,no,0,yes,unfurnished
8499779,6033,4,1,3,yes,yes,no,yes,no,0,no,furnished
4019491,8558,5,4,1,yes,no,yes,no,yes,0,yes,semi-furnished
12126030,4158,4,2,2,yes,yes,yes,no,yes,3,yes,unfurnished
5621206,9692,3,3,4,no,yes,no,no,yes,1,yes,unfurnished
7838275,12546,4,4,3,no,no,yes,yes,yes,0,no,unfurnished
9297819,4459,2,3,3,no,no,no,yes,yes,1,yes,semi-furnished
13847728,14028,4,2,2,no,yes,no,yes,yes,2,no,unfurnished
9938339,6080,2,3,4,yes,no,yes,no,yes,2,yes,semi-furnished
7850154,11933,5,4,3,no,yes,no,no,yes,0,no,semi-furnished
11015626,8002,5,3,2,no,yes,no,yes,yes,3,no,furnished
11760264,9554,5,3,4,no,no,yes,yes,yes,0,yes,furnished
7376045,7543,4,1,3,no,yes,yes,no,no,3,no,unfurnished
11922993,6442,1,1,4,no,yes,yes,yes,yes,1,no,unfurnished
9616257,11736,1,3,3,yes,no,no,yes,no,1,yes,semi-furnished
13739400,2648,1,4,3,no,no,no,no,yes,0,yes,furnished
7082594,16287,4,4,4,no,no,yes,no,yes,1,no,furnished
10836384,7748,3,4,2,no,no,yes,no,yes,3,yes,furnished
4712262,16249,4,1,3,yes,no,no,no,yes,2,no,furnished
11971790,3437,2,4,3,no,yes,no,no,yes,2,yes,unfurnished
12419916,8197,2,4,2,yes,yes,yes,no,yes,0,yes,furnished
10948745,11639,2,4,4,yes,no,no,no,yes,1,no,unfurnished
11390919,7973,2,3,2,no,yes,yes,no,no,0,yes,semi-furnished
9528583,7973,3,4,4,yes,yes,no,yes,no,0,yes,furnished
6171615,6049,5,3,4,yes,no,yes,yes,yes,1,no,furnished
8786793,3240,2,3,4,no,no,yes,no,no,2,no,semi-furnished
9471095,2337,4,1,4,yes,no,no,yes,no,2,yes,furnished
7260906,8392,4,1,4,no,no,no,yes,yes,0,yes,unfurnished
4694076,11395,4,4,1,no,yes,no,no,no,0,no,furnished
8642732,16108,4,2,2,yes,yes,yes,no,no,3,yes,semi-furnished
4100145,10100,4,4,1,yes,yes,yes,yes,yes,0,yes,unfurnished
6590037,4234,3,4,1,yes,yes,yes,no,yes,0,no,unfurnished
9255935,3003,1,2,4,no,yes,no,no,no,3,no,semi-furnished
11699357,15195,1,3,1,yes,yes,no,no,yes,1,no,furnished
7988021,8142,2,4,2,no,yes,yes,no,no,0,no,semi-furnished
10863936,7372,1,2,2,yes,yes,no,yes,no,3,no,semi-furnished
13750010,6762,3,1,1,no,no,yes,yes,no,3,no,semi-furnished
7926188,5811,5,3,1,yes,no,no,yes,no,0,yes,semi-furnished
10125352,7409,4,4,4,yes,yes,yes,yes,no,2,yes,semi-furnished
9607220,7363,1,2,1,no,yes,yes,no,yes,1,yes,unfurnished
6256856,2006,2,1,3,no,no,yes,no,no,3,yes,semi-furnished
10335915,6774,5,2,4,no,yes,no,no,yes,0,no,furnished
5116315,4633,4,2,2,yes,yes,yes,no,yes,3,yes,furnished
12305578,16120,2,3,2,yes,yes,no,no,no,2,yes,unfurnished
8162077,15202,2,1,1,yes,yes,yes,no,yes,1,no,unfurnished
5380842,10677,1,2,3,no,yes,yes,no,yes,0,yes,furnished
12501065,13436,1,4,2,yes,no,no,yes,yes,2,yes,semi-furnished
9674676,3744,4,1,4,yes,yes,no,yes,yes,2,no,furnished
6673568,5478,1,4,3,yes,yes,no,yes,yes,2,yes,furnished
8334298,10544,4,3,1,no,yes,yes,yes,no,0,no,semi-furnished
12248922,16377,2,1,3,no,no,no,no,yes,1,no,unfurnished
4805184,4155,1,1,2,yes,no,no,yes,yes,2,yes,semi-furnished
8526128,11710,3,2,4,no,yes,yes,yes,no,0,yes,unfurnished
13597913,16279,2,3,4,no,no,no,no,yes,1,no,semi-furnished
13930488,5550,4,4,1,yes,yes,no,no,no,0,yes,furnished
13861227,16592,3,4,3,yes,no,yes,no,yes,2,no,furnished
6725236,11178,5,2,4,yes,yes,yes,yes,yes,2,yes,furnished
6764034,8246,2,1,4,no,no,yes,yes,no,1,no,semi-furnished
7704596,5594,2,1,2,yes,no,yes,yes,no,3,yes,semi-furnished
5503328,6590,2,3,2,yes,yes,no,no,yes,3,yes,semi-furnished
12604980,3352,1,3,2,yes,yes,yes,no,yes,1,yes,semi-furnished
4136459,2439,1,3,4,yes,yes,no,no,no,2,yes,semi-furnished
6777461,7667,4,3,2,no,yes,no,no,yes,1,yes,furnished
9772529,16376,5,3,2,no,yes,yes,no,yes,1,no,furnished
9940476,12439,2,2,2,yes,yes,no,no,no,3,no,unfurnished
9052775,4491,3,2,4,no,yes,yes,no,no,1,no,semi-furnished
11435466,9808,5,3,3,no,no,yes,yes,yes,2,yes,semi-furnished
4656134,14248,2,2,2,no,yes,no,no,no,3,no,unfurnished
11945697,12970,5,1,1,yes,yes,no,no,no,2,no,unfurnished
6201218,16574,3,4,2,no,no,yes,yes,no,1,yes,unfurnished
8132941,2072,3,4,4,yes,no,no,no,yes,1,yes,furnished
8288999,5384,3,3,4,yes,yes,yes,no,yes,2,yes,furnished
11580108,10932,4,4,4,no,yes,yes,yes,no,1,yes,furnished
10866060,12943,5,3,3,yes,no,yes,yes,no,1,yes,furnished
13577401,11417,4,2,4,yes,yes,yes,no,yes,3,yes,unfurnished
7153724,4830,1,2,3,no,no,no,yes,yes,0,yes,unfurnished
4898858,10354,1,1,4,yes,no,no,no,no,0,yes,semi-furnished
6372788,15038,3,4,4,yes,yes,no,no,yes,1,yes,furnished
5512694,4085,4,4,3,no,no,yes,yes,no,2,no,furnished
12773361,4544,3,1,2,yes,no,yes,yes,no,2,yes,semi-furnished
13824515,8257,1,4,4,no,yes,no,yes,yes,3,yes,semi-furnished
12289632,13650,4,4,4,yes,no,no,yes,yes,1,no,semi-furnished
4759092,9877,2,1,4,no,no,yes,no,yes,2,no,furnished
6482052,13249,2,4,4,no,no,yes,yes,yes,0,yes,semi-furnished
4219082,7708,4,4,2,no,no,no,yes,yes,1,no,semi-furnished
6294648,10700,2,4,4,yes,no,yes,yes,yes,3,yes,unfurnished
6503662,16044,4,3,4,no,no,no,no,yes,1,yes,semi-furnished
4184610,9430,2,1,2,no,yes,no,no,no,1,yes,semi-furnished
7340537,14428,5,2,3,yes,no,yes,no,yes,3,yes,unfurnished
11367341,10338,2,1,3,yes,no,yes,no,no,1,no,semi-furnished
8230601,13639,1,3,4,yes,no,no,no,yes,3,yes,unfurnished
6374298,3388,5,3,3,no,no,yes,no,no,1,yes,unfurnished
12462856,7946,3,4,1,yes,no,yes,yes,no,3,no,unfurnished
11879585,4536,1,1,2,no,yes,no,no,no,0,no,semi-furnished
8263940,7227,4,1,2,no,no,no,no,yes,2,no,furnished
6610634,9850,5,4,4,yes,no,yes,no,no,2,no,furnished
7896491,15451,3,3,4,yes,yes,yes,yes,yes,0,no,unfurnished
13388316,15503,4,1,4,no,yes,no,yes,yes,1,yes,semi-furnished
12976759,15761,5,2,3,no,no,yes,yes,yes,0,no,furnished
4991104,6116,4,2,3,yes,no,no,yes,no,0,yes,unfurnished
5064955,14018,4,1,4,yes,no,no,yes,yes,2,no,unfurnished
4123956,15543,4,4,4,no,yes,yes,no,no,0,yes,furnished
5063956,6426,2,4,1,yes,yes,no,yes,no,1,no,semi-furnished
11772328,16114,3,1,2,no,no,yes,no,no,0,no,unfurnished
4913623,3273,4,4,3,yes,no,yes,yes,yes,0,yes,semi-furnished
12531295,2878,4,1,1,no,yes,no,no,yes,1,no,semi-furnished
11367980,3109,1,1,4,yes,yes,yes,no,yes,1,no,unfurnished
8490732,2373,1,2,1,yes,yes,yes,no,no,3,no,semi-furnished
13481355,12971,5,2,3,no,yes,no,yes,yes,3,no,furnished
10504208,6739,5,1,2,yes,yes,yes,yes,no,1,no,furnished
8288269,13799,5,2,1,no,no,yes,yes,yes,0,yes,furnished
13304194,9868,2,4,1,no,yes,yes,yes,yes,0,no,unfurnished
11179887,4888,4,4,4,yes,no,no,yes,yes,3,yes,semi-furnished
13807607,10851,4,2,4,no,no,no,yes,yes,2,yes,unfurnished
13783304,3807,3,3,2,yes,no,no,yes,no,1,yes,semi-furnished
9532707,11692,1,1,3,no,yes,yes,yes,yes,2,no,semi-furnished
8484446,7052,4,3,4,no,no,no,yes,no,1,no,semi-furnished
4010755,7753,1,2,1,yes,yes,yes,no,yes,2,no,semi-furnished
5014319,16311,1,4,3,no,no,no,yes,yes,1,yes,unfurnished
13332760,10482,4,4,1,no,yes,yes,yes,yes,2,yes,semi-furnished
7871684,16254,3,4,3,yes,yes,yes,no,yes,3,no,furnished
8650587,5303,5,3,3,yes,no,no,yes,no,1,yes,furnished
6941656,13941,3,3,4,yes,no,yes,yes,no,0,yes,semi-furnished
5949276,7128,2,3,1,yes,yes,no,no,no,1,yes,semi-furnished
4310493,14438,3,2,4,no,no,yes,no,yes,0,no,unfurnished
8923264,11326,1,1,1,yes,yes,yes,no,no,0,yes,unfurnished
7546327,2675,4,4,3,yes,yes,no,no,yes,2,no,furnished
9737622,6233,5,4,4,yes,no,yes,yes,no,3,no,furnished
8864063,6218,4,1,4,yes,yes,no,no,no,2,no,semi-furnished
11162101,14050,5,1,1,yes,no,yes,yes,yes,1,no,furnished
6130308,11722,5,2,4,no,yes,yes,yes,no,1,yes,unfurnished
11136067,16118,5,3,1,yes,yes,no,no,yes,0,no,unfurnished
7393082,8671,2,4,2,no,yes,yes,no,yes,3,no,furnished
13563574,16093,4,3,2,no,no,yes,no,no,2,yes,furnished
13864134,2404,2,2,1,no,yes,no,yes,yes,1,no,unfurnished
11847177,11034,3,2,3,yes,no,yes,yes,yes,2,yes,semi-furnished
9673554,3899,5,3,4,yes,yes,no,yes,no,1,no,semi-furnished
4184141,15953,4,2,1,no,no,no,no,yes,0,yes,furnished
